DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_timestamp,Year,Wildfire Event
201518566,12/11/2020 12:00:00 AM,2020-12-05,1000,15,N Hollywood,1543,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0352 1202,72,F,W,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,,,IC,Invest Cont,341.0,,,,5400    HERMITAGE                    AV,,34.1687,-118.4003,2020-12-05 10:00:00,2020,1
201821803,12/08/2020 12:00:00 AM,2020-12-08,1400,18,Southeast,1821,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 0906 1822 0342 1100 1309,35,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,500 W  98TH                         ST,,33.9472,-118.2831,2020-12-08 14:00:00,2020,1
210406266,03/04/2021 12:00:00 AM,2020-12-13,2200,4,Hollenbeck,412,1,330,BURGLARY FROM VEHICLE,1300 1302,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,BARRANCA                     ST,HUMBOLDT                     ST,34.0809,-118.2167,2020-12-13 22:00:00,2020,1
201615607,12/12/2020 12:00:00 AM,2020-12-12,2200,16,Foothill,1659,1,330,BURGLARY FROM VEHICLE,0344 0321,0,M,O,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,6500    QUINTON                      LN,,34.2461,-118.2733,2020-12-12 22:00:00,2020,1
202018346,12/13/2020 12:00:00 AM,2020-12-13,1850,20,Olympic,2088,2,624,BATTERY - SIMPLE ASSAULT,0202 0416 0417 0429 0446 1202 1822 0216 0910,60,M,H,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,NEW ENGLAND,WASHINGTON,34.04,-118.2877,2020-12-13 18:50:00,2020,1
202018475,12/17/2020 12:00:00 AM,2020-12-16,1608,20,Olympic,2069,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1309 1822,23,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,1200 S  WESTMORELAND                 AV,,34.0495,-118.2891,2020-12-16 16:08:00,2020,1
201821727,12/07/2020 12:00:00 AM,2020-12-07,700,18,Southeast,1842,2,946,OTHER MISCELLANEOUS CRIME,0329 0432 1822 0311,39,M,B,101.0,STREET,,,IC,Invest Cont,946.0,,,,200 W  IMPERIAL                     HY,,33.9347,-118.2761,2020-12-07 07:00:00,2020,1
201421428,12/09/2020 12:00:00 AM,2020-12-09,2115,14,Pacific,1431,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 2004 0445 1822,33,M,W,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,20TH                         AV,SPEEDWAY,33.985,-118.4715,2020-12-09 21:15:00,2020,1
201615441,12/07/2020 12:00:00 AM,2020-12-07,1520,16,Foothill,1602,1,310,BURGLARY,0344,21,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,12700    JUDD                         ST,,34.2799,-118.4089,2020-12-07 15:20:00,2020,1
202018001,12/04/2020 12:00:00 AM,2020-12-04,1050,20,Olympic,2071,1,450,THEFT FROM PERSON - ATTEMPT,1822 2004 0910,11,F,H,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,450.0,,,,WESTERN                      AV,VENICE                       BL,34.0436,-118.309,2020-12-04 10:50:00,2020,1
201321183,12/13/2020 12:00:00 AM,2020-12-13,815,13,Newton,1371,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0416,35,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,100 W  52ND                         ST,,33.9956,-118.2745,2020-12-13 08:15:00,2020,1
201615653,12/14/2020 12:00:00 AM,2020-12-13,2300,16,Foothill,1651,1,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,9700    LAUREL CANYON                BL,,34.246,-118.4186,2020-12-13 23:00:00,2020,1
201421890,12/16/2020 12:00:00 AM,2020-12-15,945,14,Pacific,1432,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,1900    LINCOLN                      BL,,33.9934,-118.46,2020-12-15 09:45:00,2020,1
210104522,12/08/2020 12:00:00 AM,2020-12-06,1800,1,Central,182,1,330,BURGLARY FROM VEHICLE,0377 0344 0352 1221 0386,35,M,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,GRAND,11TH,34.0415,-118.262,2020-12-06 18:00:00,2020,1
201321195,12/13/2020 12:00:00 AM,2020-12-13,1815,13,Newton,1333,1,210,ROBBERY,1402 0334 0302 0432 0355 0344 2024 1822,50,M,H,101.0,STREET,112.0,TOY GUN,AA,Adult Arrest,210.0,998.0,,,28TH                         ST,GRIFFITH                     AV,34.0181,-118.2586,2020-12-13 18:15:00,2020,1
202116585,12/03/2020 12:00:00 AM,2020-12-03,200,21,Topanga,2137,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329,45,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,998.0,,,7200    DE SOTO                      AV,,34.2011,-118.5884,2020-12-03 02:00:00,2020,1
201615320,12/02/2020 12:00:00 AM,2020-12-02,1930,16,Foothill,1695,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,19,F,O,710.0,OTHER PREMISE,,,IC,Invest Cont,341.0,,,,VINELAND,KESWICK,34.2102,-118.3703,2020-12-02 19:30:00,2020,1
201917872,12/09/2020 12:00:00 AM,2020-12-07,1700,19,Mission,1921,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13100    SAN FERNANDO                 RD,,34.3087,-118.4715,2020-12-07 17:00:00,2020,1
211704427,12/13/2020 12:00:00 AM,2020-12-10,1145,17,Devonshire,1767,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,28,F,H,232.0,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",,,IC,Invest Cont,440.0,,,,18500    PRAIRIE                      ST,,34.2442,-118.5362,2020-12-10 11:45:00,2020,1
201821757,12/07/2020 12:00:00 AM,2020-12-07,1040,18,Southeast,1842,1,441,THEFT PLAIN - ATTEMPT,1202 1822 0342 0327 0329 2004 1402,62,M,H,101.0,STREET,218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,441.0,998.0,,,400 W  111TH                        ST,,33.9347,-118.282,2020-12-07 10:40:00,2020,1
201421764,12/15/2020 12:00:00 AM,2020-12-14,1600,14,Pacific,1445,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,49,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,PACIFIC                      AV,WADE                         ST,34.0005,-118.4373,2020-12-14 16:00:00,2020,1
201716383,12/17/2020 12:00:00 AM,2020-12-16,1700,17,Devonshire,1781,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0421 0443 0913 2024 1817,63,M,W,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,20100    NORDHOFF                     ST,,34.2318,-118.5716,2020-12-16 17:00:00,2020,1
201918135,12/16/2020 12:00:00 AM,2020-12-16,1945,19,Mission,1977,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 1310 0602 0913 1817,65,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",102.0,HAND GUN,AO,Adult Other,230.0,,,,8800    GREENBUSH                    AV,,34.2306,-118.4302,2020-12-16 19:45:00,2020,1
201321512,12/20/2020 12:00:00 AM,2020-12-15,300,13,Newton,1393,1,121,"RAPE, FORCIBLE",1409 1402 1415 0913 0448 0401 0516 0527 1309,35,F,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,998.0,,,6900 S  BROADWAY,,33.9771,-118.2783,2020-12-15 03:00:00,2020,1
210205105,12/18/2020 12:00:00 AM,2020-12-16,1800,2,Rampart,299,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,20,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,900 W  17TH                         ST,,34.0389,-118.2762,2020-12-16 18:00:00,2020,1
201321145,12/12/2020 12:00:00 AM,2020-12-12,1220,13,Newton,1327,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1100 1407 1816 0913 0906,28,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,998.0,,,1500 E  24TH                         ST,,34.0159,-118.246,2020-12-12 12:20:00,2020,1
201917678,12/03/2020 12:00:00 AM,2020-12-03,1825,19,Mission,1917,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 0913 1813,52,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,13900    ASTORIA                      ST,,34.3122,-118.4381,2020-12-03 18:25:00,2020,1
202018474,12/17/2020 12:00:00 AM,2020-12-14,900,20,Olympic,2069,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ARAPAHOE                     ST,11TH                         ST,34.0508,-118.2854,2020-12-14 09:00:00,2020,1
210204172,01/06/2021 12:00:00 AM,2020-12-15,1300,2,Rampart,246,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,500 S  BONNIE BRAE                  ST,,34.0598,-118.2734,2020-12-15 13:00:00,2020,1
201822174,12/12/2020 12:00:00 AM,2020-12-11,700,18,Southeast,1802,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1300 1407 1100 0329 1822,63,M,H,104.0,DRIVEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,,,100 E  89TH                         ST,,33.9555,-118.2739,2020-12-11 07:00:00,2020,1
202116839,12/09/2020 12:00:00 AM,2020-12-09,1810,21,Topanga,2157,1,310,BURGLARY,1606 0377 0344,57,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,6800    DE SOTO                      AV,,34.1938,-118.5884,2020-12-09 18:10:00,2020,1
201822036,12/13/2020 12:00:00 AM,2020-12-12,2220,18,Southeast,1802,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 0342 0416 0417 0400 0445 1218,30,M,B,101.0,STREET,311.0,HAMMER,IC,Invest Cont,230.0,998.0,,,400 W  91ST                         ST,,33.9542,-118.2821,2020-12-12 22:20:00,2020,1
201821722,12/06/2020 12:00:00 AM,2020-12-06,2300,18,Southeast,1842,2,888,TRESPASSING,1822,0,X,X,752.0,FIRE STATION,,,IC,Invest Cont,888.0,,,,10800 S  MAIN                         ST,,33.9378,-118.2739,2020-12-06 23:00:00,2020,1
201821940,12/11/2020 12:00:00 AM,2020-12-10,2350,18,Southeast,1849,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1300 0329 1307,54,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,,,,1900 E  112TH                        ST,,33.9334,-118.2364,2020-12-10 23:50:00,2020,1
202018433,12/16/2020 12:00:00 AM,2020-12-16,45,20,Olympic,2069,1,210,ROBBERY,1822 0334 0355 0344 0432,36,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,210.0,,,,1100    ARAPAHOE                     ST,,34.0504,-118.2854,2020-12-16 00:45:00,2020,1
210704153,01/05/2021 12:00:00 AM,2020-12-11,1430,7,Wilshire,717,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0923,89,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,300 N  ORANGE                       DR,,34.0762,-118.3419,2020-12-11 14:30:00,2020,1
201822196,12/15/2020 12:00:00 AM,2020-12-15,2005,18,Southeast,1829,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1402 1100 0342 1309 1822 0334 0430 0857,26,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,2300 E  97TH                         ST,,33.9483,-118.2309,2020-12-15 20:05:00,2020,1
201421696,12/15/2020 12:00:00 AM,2020-12-14,2000,14,Pacific,1406,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,26,F,O,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420.0,,,,3600    MENTONE                      AV,,34.0223,-118.4069,2020-12-14 20:00:00,2020,1
221108981,05/10/2022 12:00:00 AM,2020-12-02,1200,11,Northeast,1123,2,354,THEFT OF IDENTITY,0928 1822,37,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3900    GLENFELIZ                    BL,,34.1212,-118.2672,2020-12-02 12:00:00,2020,1
210609131,04/30/2021 12:00:00 AM,2020-12-03,1600,6,Hollywood,636,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,CAHUENGA                     BL,HOLLYWOOD                    BL,34.1016,-118.3295,2020-12-03 16:00:00,2020,1
201822197,12/16/2020 12:00:00 AM,2020-12-16,1125,18,Southeast,1826,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0913 0302 0421 0602 0360 0319 0432 1202,60,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,9400    FIRTH                        BL,,33.9516,-118.2476,2020-12-16 11:25:00,2020,1
211506040,02/19/2021 12:00:00 AM,2020-12-02,1440,15,N Hollywood,1585,2,354,THEFT OF IDENTITY,0377,49,M,H,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,11200    VENTURA                      BL,,34.143,-118.3727,2020-12-02 14:40:00,2020,1
202117099,12/16/2020 12:00:00 AM,2020-12-16,140,21,Topanga,2155,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,6200    TOPANGA CANYON               BL,,34.1829,-118.6059,2020-12-16 01:40:00,2020,1
201917708,12/05/2020 12:00:00 AM,2020-12-04,2000,19,Mission,1955,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10500    WOODMAN                      AV,,34.2608,-118.4543,2020-12-04 20:00:00,2020,1
210309272,04/23/2021 12:00:00 AM,2020-12-10,1130,3,Southwest,363,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0342 0344 0354 0416 0446,55,F,B,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,624.0,,,3900 W  MARTIN LUTHER KING JR        BL,,34.0145,-118.3413,2020-12-10 11:30:00,2020,1
201321245,12/15/2020 12:00:00 AM,2020-12-10,330,13,Newton,1317,1,648,ARSON,,46,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,648.0,,,,1900    MCGARRY                      ST,,34.0182,-118.2406,2020-12-10 03:30:00,2020,1
201821756,12/07/2020 12:00:00 AM,2020-12-07,1040,18,Southeast,1842,1,441,THEFT PLAIN - ATTEMPT,1822 0329 0327 2004,62,M,H,101.0,STREET,218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,441.0,,,,400 W  110TH                        ST,,33.9356,-118.282,2020-12-07 10:40:00,2020,1
201421643,12/14/2020 12:00:00 AM,2020-12-14,1730,14,Pacific,1458,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344 1822,33,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,4600 S  SLAUSON                      AV,,33.9966,-118.4116,2020-12-14 17:30:00,2020,1
201822466,12/13/2020 12:00:00 AM,2020-12-13,30,18,Southeast,1881,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 2002 0448 0408,43,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,700 W  GARDENA                      BL,,33.8887,-118.287,2020-12-13 00:30:00,2020,1
210205090,12/20/2020 12:00:00 AM,2020-12-04,1455,2,Rampart,205,2,354,THEFT OF IDENTITY,0100 1822,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,900 N  VENDOME                      ST,,34.0823,-118.2755,2020-12-04 14:55:00,2020,1
210706002,02/22/2021 12:00:00 AM,2020-12-12,800,7,Wilshire,745,2,888,TRESPASSING,2004,19,M,B,203.0,OTHER BUSINESS,,,AO,Adult Other,888.0,,,,800 S  LA BREA                      AV,,34.0601,-118.3448,2020-12-12 08:00:00,2020,1
210205114,12/16/2020 12:00:00 AM,2020-12-14,1120,2,Rampart,201,1,330,BURGLARY FROM VEHICLE,1822 1606 0344,28,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1000 N  KENMORE                      AV,,34.0895,-118.297,2020-12-14 11:20:00,2020,1
201918034,12/13/2020 12:00:00 AM,2020-12-10,700,19,Mission,1985,1,330,BURGLARY FROM VEHICLE,1609 0321,26,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,WAKEFIELD                    AV,ROSCOE                       BL,34.2216,-118.4434,2020-12-10 07:00:00,2020,1
201518498,12/08/2020 12:00:00 AM,2020-12-04,907,15,N Hollywood,1548,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,45,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,FAIR                         AV,CHANDLER                     BL,34.1681,-118.3743,2020-12-04 09:07:00,2020,1
202018472,12/16/2020 12:00:00 AM,2020-12-16,1225,20,Olympic,2024,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,X,X,401.0,MINI-MART,,,IC,Invest Cont,745.0,,,,3700    WILSHIRE                     BL,,34.0636,-118.3047,2020-12-16 12:25:00,2020,1
202116722,12/07/2020 12:00:00 AM,2020-12-07,100,21,Topanga,2136,1,330,BURGLARY FROM VEHICLE,1609 0344,24,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,CANOGA                       AV,SATICOY                      ST,34.2083,-118.5975,2020-12-07 01:00:00,2020,1
201917814,12/07/2020 12:00:00 AM,2020-12-07,2220,19,Mission,1974,2,901,VIOLATION OF RESTRAINING ORDER,2038,34,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901.0,,,,9000    CEDROS                       AV,,34.2336,-118.4535,2020-12-07 22:20:00,2020,1
201321004,12/09/2020 12:00:00 AM,2020-12-09,100,13,Newton,1383,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0319,38,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,200 W  59TH                         PL,,33.986,-118.2761,2020-12-09 01:00:00,2020,1
201421166,12/03/2020 12:00:00 AM,2020-12-02,100,14,Pacific,1463,1,330,BURGLARY FROM VEHICLE,1609 1300 0344,30,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,13100    FOUNTAIN PARK                DR,,33.9747,-118.4287,2020-12-02 01:00:00,2020,1
201421629,12/14/2020 12:00:00 AM,2020-12-11,1900,14,Pacific,1454,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 2004 0429 0416,49,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,GRAND VIEW                   BL,PACIFIC,33.9832,-118.4327,2020-12-11 19:00:00,2020,1
210905076,01/29/2021 12:00:00 AM,2020-12-08,1620,9,Van Nuys,923,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1420 1606 0321 1300 1822,39,M,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,6600 N  SEPULVEDA                    BL,,34.1903,-118.4574,2020-12-08 16:20:00,2020,1
201822062,12/13/2020 12:00:00 AM,2020-12-12,1930,18,Southeast,1822,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1307 0329,35,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,9300 S  FIGUEROA                     ST,,33.951,-118.2827,2020-12-12 19:30:00,2020,1
202116707,12/06/2020 12:00:00 AM,2020-12-06,930,21,Topanga,2125,2,624,BATTERY - SIMPLE ASSAULT,0416,56,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7700    TOPANGA CANYON               BL,,34.2104,-118.606,2020-12-06 09:30:00,2020,1
202018297,12/11/2020 12:00:00 AM,2020-12-11,1715,20,Olympic,2022,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0448 0416 0429 1300,30,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,400 S  GRAMERCY                     PL,,34.0653,-118.3128,2020-12-11 17:15:00,2020,1
201518767,12/16/2020 12:00:00 AM,2020-12-15,2300,15,N Hollywood,1529,2,624,BATTERY - SIMPLE ASSAULT,0416,32,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6200    RIVERTON                     AV,,34.1831,-118.366,2020-12-15 23:00:00,2020,1
202018295,12/12/2020 12:00:00 AM,2020-12-12,1500,20,Olympic,2029,2,624,BATTERY - SIMPLE ASSAULT,1822 0342 0416 1300,30,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,VERMONT                      AV,5TH                          ST,34.0654,-118.2917,2020-12-12 15:00:00,2020,1
202018037,12/05/2020 12:00:00 AM,2020-12-05,1320,20,Olympic,2031,2,888,TRESPASSING,1822 2004,52,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,3800    WILSHIRE                     BL,,34.0617,-118.3091,2020-12-05 13:20:00,2020,1
210608348,04/13/2021 12:00:00 AM,2020-12-10,2100,6,Hollywood,632,2,354,THEFT OF IDENTITY,0928 1822,46,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8300    YUCCA TRL,,34.104,-118.3755,2020-12-10 21:00:00,2020,1
202018048,12/06/2020 12:00:00 AM,2020-12-04,1800,20,Olympic,2062,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,900 S  GRAMERCY                     PL,,34.0484,-118.3131,2020-12-04 18:00:00,2020,1
201518658,12/14/2020 12:00:00 AM,2020-12-14,1000,15,N Hollywood,1555,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0419 0446 0416 1813 2000,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,11200    OTSEGO                       ST,,34.163,-118.3757,2020-12-14 10:00:00,2020,1
202116745,12/07/2020 12:00:00 AM,2020-12-05,1745,21,Topanga,2143,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,35,M,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274,2020-12-05 17:45:00,2020,1
202018029,12/05/2020 12:00:00 AM,2020-12-05,700,20,Olympic,2015,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0361 0421 0432,58,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,200 N  BERENDO                      ST,,34.0745,-118.2942,2020-12-05 07:00:00,2020,1
201421636,12/15/2020 12:00:00 AM,2020-12-13,1500,14,Pacific,1449,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11800    VENICE                       BL,,34.0083,-118.4251,2020-12-13 15:00:00,2020,1
202018120,12/07/2020 12:00:00 AM,2020-12-06,2230,20,Olympic,2011,1,310,BURGLARY,0358 1601 0344 0329 1822 1403,45,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,100 S  RIDGEWOOD                    PL,,34.0725,-118.3145,2020-12-06 22:30:00,2020,1
201822079,12/13/2020 12:00:00 AM,2020-12-13,1425,18,Southeast,1802,1,210,ROBBERY,0344 0913 1313 1304 1310 0417 0446 0416 0342 1311,44,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,90TH                         ST,BROADWAY,33.9546,-118.2782,2020-12-13 14:25:00,2020,1
201321248,12/14/2020 12:00:00 AM,2020-12-14,320,13,Newton,1393,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0417 0411 0432 0913,31,F,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,236.0,,,,200 W  70TH                         ST,,33.9765,-118.2757,2020-12-14 03:20:00,2020,1
201518280,12/03/2020 12:00:00 AM,2020-12-02,1130,15,N Hollywood,1514,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0416 0448 1813 2000,34,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,6700    GENTRY                       AV,,34.1921,-118.3933,2020-12-02 11:30:00,2020,1
